title,conductor,composer_id,movement,work_id
,,,"Processional March, Act II, scene iv",16015
,,,,16016
,,,"""Dich Teure Halle,"" Elizabeth (aria), Act II, scene i",16017
,,,,16018
,,,,16019
,,,,16020
,,,Ave Maria,16021
,,,Largo,16022
,,,Allegro con fuoco,16023
,,,Overture,16024
,,,,16025
,,,,16026
,,,,16027
,,,,16028
,,,Prelude,16029
,,,Invocation,16030
,,,Camp Dance,16031
,,,Snake Dance,16032
,,,,16033
,,,,16034
,,,Overture,16035
,,,Two entr'actes (unspecified),16036
,,,Love Scene,16037
,,,,16038
,,,,16039
,,,,16040
,,,,16041
,,,,16042
,,,Farandole,16043
,,,,16044
,,,,16045
,,,In a Haunted Forest,16046
,,,In October,16047
,,,Forest Spirits,16048
,,,,16049
,,,,16050
,,,,16051
,,,,16052
,,,Overture,16053
,,,,16054
,,,,16055
,,,,16056
,,,,16057
,,,Polovtsian Dances [Nos. 8 & 17 in opera],16058
,,,,16059
,,,,16060
,,,"Overture (""Overture to a Comedy"")",16061
,,,,16062
,,,,16063
,,,,16064
,,,,16065
,,,,16066
,,,Overture,16067
,,,,16068
,,,,16069
,,,,16070
,,,PROLOGUE: Dawn,16071
,,,PROLOGUE: Siegfried's Rhine Journey,16072
,,,,16073
,,,,16074
,,,,16075
,,,March (unspecified),16076
,,,,16077
,,,Dance of the Hours,16078
,,,,16079
,,,Overture,16080
,,,"""Una furtiva lagrima,"" Nemorino (aria)",16081
,,,,16082
,,,,16083
,,,,16084
,,,"Preislied, Walther (aria), Act III, scene ii",16085
,,,,16086
,,,,16087
,,,Overture,16088
,,,Intermezzo (Flute Solo),16089
,,,Dance of the Desert Girls,16090
,,,"""Avant de quitter ces lieux,"" Valentin (air)",16091
,,,,16092
,,,,16093
,,,Prelude to Act I,16094
,,,"""Vision fugitive,"" Hérode (aria)",16095
,,,,16096
,,,,16097
,,,March of the Priests,16098
,,,,16099
,,,,16100
,,,,16101
,,,,16102
,,,,16103
,,,,16104
,,,,16105
,,,,16106
,,,,16107
,,,,16108
,,,,16109
,,,,16110
,,,Act III: Introduction,16111
,,,,16112
,,,Prelude and Liebestod (with or without soloist),16113
,,,Overture [Dresden],16114
,,,Overture,16115
,,,Serenade (Assez vite),16116
,,,On Muleback (Allegretto ; andantino),16117
,,,On the Heights (Moderato),16118
,,,Naples (Allegro non troppo),16119
,,,,16120
,,,,16121
,,,,16122
,,,Overture,16123
,,,,16124
,,,,16125
,,,,16126
,,,Prelude to Act I,16127
,,,,16128
,,,Rakoczy March (Hungarian March),16129
,,,Ballet Des Sylphes,16130
,,,Menuet de Follets (Minuet of the Will-o'-the-Wisps),16131
,,,,16132
,,,,16133
,,,,16134
,,,,16135
,,,"Overture (""Overture to a Comedy"")",16136
,,,,16137
,,,,16138
,,,,16139
,,,,16140
,,,,16141
,,,,16142
,,,,16143
,,,,16144
,,,,16145
,,,,16146
,,,,16147
,,,"Fêtes (""Festivals"")",16148
,,,,16149
,,,,16150
,,,,16151
,,,,16152
,,,"""Legend""",16153
,,,"""Love Song""",16154
,,,"""Village Festival""",16155
,,,,16156
,,,Prelude to Act I,16157
,,,,16158
,,,Waldweben (Forest Murmurs) (orch. only),16159
,,,,16160
,,,Overture,16161
,,,,16162
,,,"Bacchanale (Venusberg music), Act I, scene i",16163
,,,Overture,16164
,,,Overture,16165
,,,"""Charmant oiseau,"" (aria)",16166
,,,,16167
,,,,16168
,,,,16169
,,,,16170
,,,"""Je veux vivre dans le rêve"" (Juliet's Waltz), Juliet (Arietta)",16171
,,,,16172
,,,March of the Priests,16173
,,,,16174
,,,Allegretto alla marcia [Tsar Saltan Goes to War],16175
,,,The Three Wonders (Introduction to the last scene),16176
,,,"Ride of the Valkyries, Act III",16177
,,,,16178
,,,Largo,16179
,,,Allegro con fuoco,16180
,,,,16181
,,,,16182
,,,,16183
,,,,16184
,,,,16185
,,,,16186
,,,Unspecified,16187
,,,,16188
,,,,16189
,,,,16190
,,,,16191
,,,,16192
,,,,16193
,,,Overture,16194
,,,"""Caro nome,"" Gilda (aria), Act I",16195
,,,,16196
,,,,16197
,,,,16198
,,,"""Ah, fors' è lui..."" Violetta, Act I, scene v (aria)",16199
,,,,16200
,,,Overture,16201
,,,,16202
,,,,16203
,,,,16204
,,,,16205
,,,,16206
,,,,16207
,,,Act I: Prelude,16208
,,,PROLOGUE: Siegfried's Rhine Journey,16209
,,,Prelude and Liebestod (with or without soloist),16210
,,,"Ride of the Valkyries, Act III",16211
,,,,16212
,,,"""Divinités du Styx,"" Alceste (aria)",16213
,,,,16214
,,,,16215
,,,,16216
,,,"""Che farò senza Euridice?"" Orfeo (aria)",16217
,,,Overture,16218
,,,7. Nocturne: Andante tranquillo,16219
,,,1. Scherzo: Allegro vivace,16220
,,,Hungarian Dances (Unspecified),16221
,,,Overture,16222
,,,entr'acte (unspecified),16223
,,,Bridal Song (Allegretto),16224
,,,In the Garden (Andante),16225
,,,Dance (Allegro molto),16226
,,,,16227
,,,"Dream Pantomime, Act II, scene 3",16228
,,,,16229
,,,"""Ständchen""",16230
,,,,16231
,,,Overture,16232
,,,,16233
,,,,16234
,,,,16235
,,,Overture,16236
,,,March,16237
,,,Dance of the Sugarplum Fairy (Fée dragée),16238
,,,Trepak (Russian Dance),16239
,,,Coffee (Arabian Dance),16240
,,,Tea (Chinese Dance),16241
,,,Mirlitons (Dance of the Reed Flutes),16242
,,,Waltz of the Flowers,16243
,,,"Entrance of the Gods into Valhalla, scene iv (final scene)",16244
,,,,16245
,,,,16246
,,,,16247
,,,,16248
,,,,16249
,,,,16250
,,,"""Eri tu che macchiavi quell'anima,"" Renato (aria), Act III",16251
,,,Allegro moderato,16252
,,,,16253
,,,,16254
,,,"""Si Puo?"" Tonio (Prologue)",16255
,,,Rakoczy March (Hungarian March),16256
,,,,16257
,,,,16258
,,,Overture [Dresden],16259
,,,,16260
,,,,16261
,,,,16262
,,,,16263
,,,,16264
,,,,16265
,,,"Nuages (""Clouds"")",16266
,,,"Fêtes (""Festivals"")",16267
,,,Dance of the Seven Veils,16268
,,,,16269
,,,,16270
,,,,16271
,,,,16272
,,,,16273
,,,,16274
,,,,16275
,,,,16276
,,,Waldweben (Forest Murmurs),16277
,,,,16278
,,,"Ride of the Valkyries, Act III",16279
,,,,16280
,,,,16281
,,,,16282
,,,"Nuages (""Clouds"")",16283
,,,"Fêtes (""Festivals"")",16284
,,,Waldweben (Forest Murmurs),16285
,,,,16286
,,,"Ride of the Valkyries, Act III",16287
,,,,16288
,,,,16289
,,,,16290
,,,,16291
,,,Waldweben (Forest Murmurs),16292
,,,,16293
,,,"Ride of the Valkyries, Act III",16294
,,,,16295
,,,,16296
,,,,16297
,,,,16298
,,,,16299
,,,Vltava (The Moldau),16300
,,,,16301
,,,,16302
,,,,16303
,,,Waldweben (Forest Murmurs),16304
,,,Overture,16305
,,,,16306
,,,,16307
,,,,16308
,,,,16309
,,,,16310
,,,,16311
,,,"Ride of the Valkyries, Act III",16312
,,,,16313
,,,,16314
,,,,16315
,,,,16316
,,,Waldweben (Forest Murmurs),16317
,,,,16318
,,,"Ride of the Valkyries, Act III",16319
,,,,16320
,,,,16321
,,,,16322
,,,"Nuages (""Clouds"")",16323
,,,"Fêtes (""Festivals"")",16324
,,,Waldweben (Forest Murmurs),16325
,,,,16326
,,,"Ride of the Valkyries, Act III",16327
,,,,16328
,,,"""Selige Öde auf wonniger Höh!"" Siegfried, Act III, scene iii",16329
,,,"""Siegfried, herrlicher Hort der Welt"" (Brunhilde's Appeal), Brunnhilde (aria), Act III, scene iii",16330
,,,"""Was ruht dort schlummernd im schattigen Tann?"" (Brunhilde's Awakening), Act III, scene iii",16331
,,,"Final Duet, Siegfried/Brunnhilde, Act III, scene iii",16332
,,,,16333
,,,,16334
,,,Introduction and Scherzo,16335
,,,,16336
,,,,16337
,,,,16338
,,,,16339
,,,"""Jubilee""",16340
,,,,16341
,,,,16342
,,,,16343
,,,Overture,16344
,,,,16345
,,,,16346
,,,,16347
,,,,16348
,,,,16349
,,,,16350
,,,,16351
,,,,16352
,,,,16353
,,,,16354
,,,Dance of the Seven Veils,16355
,,,,16356
,,,,16357
,,,,16358
,,,,16359
,,,,16360
,,,Dance of the Seven Veils,16361
,,,,16362
,,,,16363
,,,,16364
,,,,16365
,,,,16366
,,,,16367
,,,,16368
,,,"Nuages (""Clouds"")",16369
,,,"Fêtes (""Festivals"")",16370
,,,,16371
,,,Overture,16372
,,,,16373
,,,,16374
,,,,16375
,,,"Good Friday Music, Act III",16376
,,,Waldweben (Forest Murmurs),16377
,,,,16378
,,,"Ride of the Valkyries, Act III",16379
,,,,16380
,,,,16381
,,,,16382
,,,"Nuages (""Clouds"")",16383
,,,"Fêtes (""Festivals"")",16384
,,,Prelude to Act I,16385
,,,,16386
,,,,16387
,,,,16388
,,,,16389
,,,,16390
,,,,16391
,,,,16392
,,,Prelude and Liebestod (with or without soloist),16393
,,,Overture,16394
,,,"Good Friday Music, Act III",16395
,,,,16396
,,,Prelude and Liebestod (with or without soloist),16397
,,,,16398
,,,Prelude to Act I,16399
,,,"Bacchanale (Venusberg music), Act I, scene i",16400
,,,,16401
,,,Overture,16402
,,,,16403
,,,,16404
,,,,16405
,,,,16406
,,,,16407
,,,,16408
,,,,16409
,,,,16410
,,,Dance of the Seven Veils,16411
,,,,16412
,,,,16413
,,,,16414
,,,,16415
,,,,16416
,,,,16417
,,,"Good Friday Music, Act III",16418
,,,,16419
,,,Prelude and Liebestod (with or without soloist),16420
,,,"Ride of the Valkyries, Act III",16421
,,,,16422
,,,,16423
,,,,16424
,,,,16425
,,,,16426
,,,,16427
,,,,16428
,,,,16429
,,,,16430
,,,,16431
,,,,16432
,,,Overture and Bacchanale (Venusberg Music) [Paris],16433
,,,,16434
,,,,16435
,,,,16436
,,,,16437
,,,,16438
,,,,16439
,,,,16440
,,,"Good Friday Music, Act III",16441
,,,,16442
,,,Prelude and Liebestod (with or without soloist),16443
,,,"Ride of the Valkyries, Act III",16444
,,,,16445
,,,,16446
,,,,16447
,,,,16448
,,,,16449
,,,,16450
,,,,16451
,,,,16452
,,,,16453
,,,,16454
,,,,16455
,,,Prelude to Act I,16456
,,,,16457
,,,,16458
,,,,16459
,,,,16460
,,,,16461
,,,Prelude to Act I,16462
,,,Act I: Prelude,16463
,,,Aria (Unspecified),16464
,,,Allegretto grazioso (Quasi Andantino) – Presto ma non assai,16465
,,,Allegro con spirito,16466
,,,"""Batti, batti,"" Zerlina, Act I, scene xvi",16467
,,,,16468
,,,"""Saper vorreste,"" Oscar (aria), Act III",16469
,,,,16470
,,,Overture,16471
,,,Aria (Unspecified),16472
,,,,16473
,,,,16474
,,,"""Batti, batti,"" Zerlina, Act I, scene xvi",16475
,,,,16476
,,,"""Saper vorreste,"" Oscar (aria), Act III",16477
,,,Overture,16478
,,,,16479
,,,,16480
,,,,16481
,,,,16482
,,,,16483
,,,,16484
,,,,16485
,,,,16486
,,,Prelude and Liebestod (with or without soloist),16487
,,,,16488
,,,,16489
,,,,16490
,,,,16491
,,,Act III: Prelude,16492
,,,"Ride of the Valkyries, Act III",16493
,,,,16494
,,,,16495
,,,,16496
,,,Prelude to Act I,16497
,,,,16498
,,,,16499
,,,,16500
,,,,16501
,,,,16502
,,,,16503
,,,entr'acte (unspecified),16504
,,,ballet music (unspecified),16505
,,,,16506
,,,,16507
,,,,16508
,,,,16509
,,,Andante,16510
,,,,16511
,,,entr'acte (unspecified),16512
,,,ballet music (unspecified),16513
,,,,16514
,,,,16515
,,,Overture,16516
,,,,16517
,,,"Overture, Op. 362",16518
,,,,16519
,,,Act I: Prelude,16520
,,,Act III: Introduction,16521
,,,,16522
,,,,16523
,,,,16524
,,,,16525
,,,,16526
,,,Overture [Dresden],16527
,,,,16528
,,,,16529
,,,,16530
,,,,16531
,,,,16532
,,,,16533
,,,,16534
,,,,16535
,,,Overture,16536
,,,"Good Friday Music, Act III",16537
,,,Act I: Prelude,16538
,,,,16539
,,,,16540
,,,"Bacchanale (Venusberg music), Act I, scene i",16541
,,,Waldweben (Forest Murmurs),16542
,,,Prelude and Liebestod (with or without soloist),16543
,,,"Ride of the Valkyries, Act III",16544
,,,,16545
,,,entr'acte (unspecified),16546
,,,ballet music (unspecified),16547
,,,,16548
,,,,16549
,,,,16550
,,,,16551
,,,,16552
,,,,16553
,,,,16554
,,,,16555
,,,,16556
,,,,16557
,,,,16558
,,,,16559
,,,,16560
,,,,16561
,,,"""Promesse de mon avenir,"" Scindia (arioso)",16562
,,,"""Eri tu che macchiavi quell'anima,"" Renato (aria), Act III",16563
,,,"""Fille des rois, a toi l'hommage,"" Nelusko (aria)",16564
,,,"Wotan's Farewell, Act III, scene iii",16565
,,,"Overture (""Overture to a Comedy"")",16566
,,,,16567
,,,,16568
,,,,16569
,,,,16570
,,,Overture,16571
,,,,16572
,,,,16573
,,,,16574
,,,,16575
,,,,16576
,,,"Andante cantabile, con alcuna licenza",16577
,,,,16578
,,,,16579
,,,,16580
,,,,16581
,,,,16582
,,,,16583
,,,,16584
,,,,16585
,,,Act I: Prelude,16586
,,,Act III: Introduction,16587
,,,"Preislied, Walther (aria), Act III, scene ii",16588
,,,"The Dance of the Apprentices and Entrance of the Masters, (chorus), Act III, scene v",16589
,,,Overture and Bacchanale (Venusberg Music) [Paris],16590
,,,,16591
,,,"PROLOGUE, ""Zu neuen Taten,"" Siegfried/Brunnhilde (duet)",16592
,,,Prelude and Liebestod (with or without soloist),16593
,,,,16594
,,,,16595
,,,,16596
,,,,16597
,,,,16598
,,,Overture,16599
,,,,16600
,,,"The Dance of the Apprentices and Entrance of the Masters, (chorus), Act III, scene v",16601
,,,,16602
,,,,16603
,,,Overture,16604
,,,,16605
,,,,16606
,,,,16607
,,,"The Dance of the Apprentices and Entrance of the Masters, (chorus), Act III, scene v",16608
,,,Overture,16609
,,,,16610
,,,,16611
,,,,16612
,,,,16613
,,,Overture,16614
,,,,16615
,,,,16616
,,,,16617
,,,,16618
,,,,16619
,,,,16620
,,,,16621
,,,,16622
,,,,16623
,,,,16624
,,,,16625
,,,,16626
,,,,16627
,,,Overture,16628
,,,,16629
,,,,16630
,,,,16631
,,,,16632
,,,,16633
,,,,16634
,,,Prelude and Liebestod (with or without soloist),16635
,,,,16636
,,,Overture,16637
,,,,16638
,,,,16639
,,,,16640
,,,"Tristan's Vision, Act III Scene I",16641
,,,PROLOGUE: Dawn,16642
,,,PROLOGUE: Siegfried's Rhine Journey,16643
,,,,16644
,,,Alleluja [Allegro],16645
,,,,16646
,,,,16647
,,,,16648
,,,,16649
,,,,16650
,,,Prelude and Liebestod (with or without soloist),16651
,,,,16652
,,,,16653
,,,,16654
,,,,16655
,,,,16656
,,,"The Dance of the Apprentices and Entrance of the Masters, (chorus), Act III, scene v",16657
,,,,16658
,,,,16659
,,,,16660
,,,Prelude to Act I,16661
,,,,16662
,,,,16663
,,,"Wotan's Farewell, Act III, scene iii",16664
,,,"Magic Fire Music, Act III, scene iii",16665
,,,Act III: Introduction,16666
,,,Overture,16667
,,,,16668
,,,,16669
,,,,16670
,,,,16671
,,,,16672
,,,,16673
,,,,16674
,,,,16675
,,,,16676
,,,,16677
,,,,16678
,,,,16679
,,,,16680
,,,,16681
,,,,16682
,,,Overture,16683
,,,,16684
,,,,16685
,,,Overture,16686
,,,"""Sweet Bird,"" (aria)",16687
,,,,16688
,,,"""Martern aller Arten,"" Konstanze (aria)",16689
,,,,16690
,,,,16691
,,,,16692
,,,Act III: Prelude,16693
,,,"Bacchanale (Venusberg music), Act I, scene i",16694
,,,Act III: Introduction,16695
,,,,16696
,,,Overture,16697
,,,,16698
,,,,16699
,,,Vivace con spirito,16700
,,,,16701
,,,The Three Wonders (Introduction to the last scene),16702
,,,,16703
,,,,16704
,,,,16705
,,,,16706
,,,,16707
,,,"Siegfried's Funeral Music, ACT III, scene ii",16708
,,,Prelude to Act I,16709
,,,,16710
,,,,16711
,,,,16712
,,,Act III: Introduction,16713
,,,Overture [Dresden],16714
,,,,16715
,,,,16716
,,,,16717
,,,Menuet de Follets (Minuet of the Will-o'-the-Wisps),16718
,,,Ballet Des Sylphes,16719
,,,Rakoczy March (Hungarian March),16720
,,,,16721
,,,,16722
,,,,16723
,,,Prelude to Act I,16724
,,,,16725
,,,,16726
,,,Dance of Girls,16727
,,,Dance of Men,16728
,,,,16729
,,,,16730
,,,,16731
,,,,16732
,,,,16733
,,,Menuet de Follets (Minuet of the Will-o'-the-Wisps),16734
,,,Ballet Des Sylphes,16735
,,,Rakoczy March (Hungarian March),16736
,,,,16737
,,,,16738
,,,,16739
,,,,16740
,,,,16741
,,,,16742
,,,Act I: Prelude,16743
,,,"Good Friday Music, Act III",16744
,,,,16745
,,,,16746
,,,,16747
,,,,16748
,,,,16749
,,,,16750
,,,,16751
,,,,16752
,,,,16753
,,,,16754
,,,,16755
,,,,16756
,,,,16757
,,,,16758
,,,,16759
,,,,16760
,,,,16761
,,,,16762
,,,,16763
,,,,16764
,,,Menuet de Follets (Minuet of the Will-o'-the-Wisps),16765
,,,Ballet Des Sylphes,16766
,,,Rakoczy March (Hungarian March),16767
,,,,16768
,,,,16769
,,,,16770
,,,,16771
,,,Prelude to Act I,16772
,,,,16773
,,,,16774
,,,,16775
,,,Overture,16776
,,,,16777
,,,,16778
,,,,16779
,,,Overture,16780
,,,,16781
,,,,16782
,,,,16783
,,,,16784
,,,,16785
,,,,16786
,,,Prelude to Act I,16787
,,,,16788
,,,"Spinning Song, Op. 67, No. 4",16789
,,,,16790
,,,Rakoczy March (Hungarian March),16791
,,,,16792
,,,,16793
,,,,16794
,,,,16795
,,,Gavotte,16796
,,,Danse Greque (name of Mauret dance),16797
,,,,16798
,,,,16799
,,,,16800
,,,,16801
,,,,16802
,,,,16803
,,,,16804
,,,,16805
,,,,16806
,,,Overture,16807
,,,,16808
,,,,16809
,,,Prelude to Act I,16810
,,,Overture,16811
,,,,16812
,,,,16813
,,,,16814
,,,Menuet de Follets (Minuet of the Will-o'-the-Wisps),16815
,,,Ballet Des Sylphes,16816
,,,Rakoczy March (Hungarian March),16817
,,,Overture,16818
,,,,16819
,,,,16820
,,,,16821
,,,Menuet de Follets (Minuet of the Will-o'-the-Wisps),16822
,,,Ballet Des Sylphes,16823
,,,Rakoczy March (Hungarian March),16824
,,,Overture,16825
,,,,16826
,,,,16827
,,,,16828
,,,Menuet de Follets (Minuet of the Will-o'-the-Wisps),16829
,,,Ballet Des Sylphes,16830
,,,Rakoczy March (Hungarian March),16831
,,,Overture,16832
,,,,16833
,,,,16834
,,,,16835
,,,Overture,16836
,,,,16837
,,,,16838
,,,,16839
,,,,16840
,,,,16841
,,,,16842
,,,,16843
,,,,16844
,,,,16845
,,,,16846
,,,,16847
,,,,16848
,,,,16849
,,,,16850
,,,,16851
,,,,16852
,,,Hoepsasa,16853
,,,The Duke of Alva's Statue,16854
,,,,16855
,,,,16856
,,,,16857
,,,Hoepsasa,16858
,,,The Duke of Alva's Statue,16859
,,,,16860
,,,,16861
,,,,16862
,,,,16863
,,,,16864
,,,,16865
,,,,16866
,,,,16867
,,,,16868
,,,"""Deh, per questo istante solo""",16869
,,,,16870
,,,,16871
,,,"""Neue Liebe neues Leben""",16872
,,,"""Die Ehre Gottes in der Natur: Die Himmel ruhmen des Ewigen"" (Creation's Hymn)",16873
,,,,16874
,,,,16875
,,,,16876
,,,,16877
,,,,16878
,,,,16879
,,,,16880
,,,Overture,16881
,,,,16882
,,,,16883
,,,,16884
,,,,16885
,,,,16886
,,,,16887
,,,,16888
,,,,16889
,,,,16890
,,,,16891
,,,,16892
,,,,16893
,,,,16894
,,,,16895
,,,Menuet de Follets (Minuet of the Will-o'-the-Wisps),16896
,,,Ballet Des Sylphes,16897
,,,Rakoczy March (Hungarian March),16898
,,,,16899
,,,,16900
,,,,16901
,,,,16902
,,,,16903
,,,,16904
,,,Overture,16905
,,,"""Vision fugitive,"" Hérode (aria)",16906
,,,"Andante cantabile, con alcuna licenza",16907
,,,"""Un bel dì vedremo,"" Cio-Cio-San (aria), Act II",16908
,,,Dance of the Old Ladies,16909
,,,,16910
,,,,16911
,,,,16912
,,,,16913
,,,,16914
,,,,16915
,,,,16916
,,,,16917
,,,,16918
,,,,16919
,,,,16920
,,,,16921
,,,,16922
,,,,16923
,,,,16924
,,,Overture,16925
,,,,16926
,,,,16927
,,,,16928
,,,,16929
,,,Valse Lent,16930
,,,Andante,16931
,,,,16932
,,,Idylle écossaise,16933
,,,Two (unspecified),16934
,,,Act I: Prelude,16935
,,,"Good Friday Music, Act III",16936
,,,"Transformation Music, Act I",16937
,,,Act I: Closing Scene,16938
,,,,16939
,,,,16940
,,,,16941
,,,"""Madamina, il catalogo è questo,"" Leporello, Act I, scene v",16942
,,,,16943
,,,,16944
,,,,16945
,,,Overture,16946
,,,,16947
,,,,16948
,,,,16949
,,,Overture,16950
,,,,16951
,,,,16952
,,,,16953
,,,,16954
,,,,16955
,,,,16956
,,,,16957
,,,,16958
,,,,16959
,,,,16960
,,,,16961
,,,,16962
,,,,16963
,,,Prelude to Act I,16964
,,,,16965
,,,,16966
,,,,16967
,,,,16968
,,,,16969
,,,,16970
,,,Dance of the Seven Veils,16971
,,,"Final Scene: ""Ah, du wolltest mich nicht deinen Mund kuessen lassen, Jokanaan!""",16972
,,,,16973
,,,,16974
,,,,16975
,,,,16976
,,,,16977
,,,,16978
,,,,16979
,,,,16980
,,,,16981
,,,,16982
,,,,16983
,,,,16984
,,,,16985
,,,Prelude to Act I,16986
,,,,16987
,,,,16988
,,,,16989
,,,,16990
,,,,16991
,,,,16992
,,,,16993
,,,,16994
,,,,16995
,,,"Ride of the Valkyries, Act III",16996
,,,,16997
,,,,16998
,,,Waldweben (Forest Murmurs) (orch. only),16999
,,,,17000
,,,,17001
,,,,17002
,,,,17003
,,,,17004
,,,,17005
,,,,17006
,,,,17007
,,,"""Jubilee""",17008
,,,,17009
,,,,17010
,,,,17011
,,,,17012
,,,PROLOGUE: Siegfried's Rhine Journey,17013
,,,Rakoczy March (Hungarian March),17014
,,,,17015
,,,,17016
,,,Overture,17017
,,,Act III: Prelude,17018
,,,,17019
,,,Love Scene,17020
,,,Overture,17021
,,,"Dream Pantomime, Act II, scene 3",17022
,,,,17023
,,,,17024
,,,Act I: Prelude,17025
,,,"Bacchanale (Venusberg music), Act I, scene i",17026
,,,"Wotan's Farewell, Act III, scene iii",17027
,,,"Magic Fire Music, Act III, scene iii",17028
,,,"The Dance of the Apprentices and the Entrance of the Masters (orch. only), Act III scene v",17029
,,,"Greeting to Hans Sachs, orch. only (""Wach auf! Es nahet gen den Tag..."")",17030
,,,"Overture (""Overture to a Comedy"")",17031
,,,,17032
,,,,17033
,,,Bridal Song (Allegretto),17034
,,,In the Garden (Andante),17035
,,,Dance (Allegro molto),17036
,,,,17037
,,,,17038
,,,"Tannhauser's Pilgrimage (Prelude), Act III",17039
,,,Scherzo,17040
,,,,17041
,,,,17042
,,,Menuet de Follets (Minuet of the Will-o'-the-Wisps),17043
,,,Ballet Des Sylphes,17044
,,,Rakoczy March (Hungarian March),17045
,,,,17046
,,,,17047
,,,Overture,17048
,,,"Song of the Rhine Daughters, orch. only (""Frau Sonne sendet lichte..."")",17049
,,,Prelude and Liebestod (with or without soloist),17050
,,,,17051
,,,,17052
,,,,17053
,,,,17054
,,,Overture,17055
,,,,17056
,,,,17057
,,,Act III: Introduction,17058
,,,Dance of the Seven Veils,17059
,,,,17060
,,,Overture,17061
,,,Aria (unspecified),17062
,,,,17063
,,,,17064
,,,7. Nocturne: Andante tranquillo,17065
,,,1. Scherzo: Allegro vivace,17066
,,,,17067
,,,,17068
,,,,17069
,,,,17070
,,,"Entrance of the Gods into Valhalla, scene iv (final scene)",17071
,,,"Song of the Rhine Daughters, orch. only (""Frau Sonne sendet lichte..."")",17072
,,,Overture [Dresden],17073
,,,,17074
,,,"Preludio e Minuetto: Preludio, Allegro con fuoco; Minuetto. Con grazia; with Trio, Poco piu mosso",17075
,,,Gagliardo: Vivace,17076
,,,Serenatina: Allegretto tranquillo,17077
,,,Burlesca: Con moto brio,17078
,,,,17079
,,,,17080
,,,Overture,17081
,,,"Tristan's Vision, orch. only (""Noch ist kein Schiff zu sehn!..."")",17082
,,,,17083
,,,Overture,17084
,,,,17085
,,,,17086
,,,,17087
,,,,17088
,,,Air,17089
,,,,17090
,,,,17091
,,,,17092
,,,,17093
,,,Overture,17094
,,,,17095
,,,"""Legend""",17096
,,,"""Love Song""",17097
,,,"""Village Festival""",17098
,,,,17099
,,,,17100
,,,,17101
,,,,17102
,,,,17103
,,,,17104
,,,,17105
,,,"""Amour! viens aider ma faiblesse!"" Delilah (aria), Act II, scene 1",17106
,,,,17107
,,,Act I: Prelude,17108
,,,Flower Girl Scene (orch. only),17109
,,,,17110
,,,,17111
,,,,17112
,,,,17113
,,,,17114
,,,,17115
,,,,17116
,,,,17117
,,,Dance of the Seven Veils,17118
,,,PROLOGUE: Siegfried's Rhine Journey,17119
,,,Prelude and Liebestod (with or without soloist),17120
,,,Overture,17121
,,,,17122
,,,,17123
,,,,17124
,,,Serenade (Assez vite),17125
,,,On Muleback (Allegretto ; andantino),17126
,,,On the Heights (Moderato),17127
,,,Naples (Allegro non troppo),17128
,,,,17129
,,,,17130
,,,,17131
,,,,17132
,,,,17133
,,,,17134
,,,Ballet Music: Chaconne-Pas de seul pour Mr. Legrand-Passepied-Gavotte-Passacaglia,17135
,,,,17136
,,,,17137
,,,,17138
,,,,17139
,,,,17140
,,,,17141
,,,,17142
,,,,17143
,,,,17144
,,,,17145
,,,,17146
,,,"""Mon coeur s'ouvre à ta voix,"" Delilah (aria), Act II, scene 3",17147
,,,Vltava (The Moldau),17148
,,,"""Voce di donna""",17149
,,,,17150
,,,,17151
,,,,17152
,,,Prelude,17153
,,,,17154
,,,,17155
,,,,17156
,,,,17157
,,,,17158
,,,Overture [Dresden],17159
,,,"Fêtes (""Festivals"")",17160
,,,,17161
,,,,17162
,,,,17163
,,,Overture,17164
,,,,17165
,,,,17166
,,,,17167
,,,,17168
,,,Overture,17169
,,,,17170
,,,,17171
,,,Prelude,17172
,,,Waltz (Unspecified),17173
,,,"Bacchanale (Venusberg music), Act I, scene i",17174
,,,Prelude to Act I,17175
,,,,17176
,,,,17177
,,,,17178
,,,,17179
,,,,17180
,,,,17181
,,,,17182
,,,,17183
,,,Aria (Unspecified),17184
,,,,17185
,,,,17186
,,,,17187
,,,,17188
,,,,17189
,,,"""Non so piu,"" Cherubino, Act I, scene v",17190
,,,1. Scherzo: Allegro vivace,17191
,,,7. Nocturne: Andante tranquillo,17192
,,,O beaux rêves (aria),17193
,,,,17194
,,,,17195
,,,Overture,17196
,,,,17197
,,,,17198
,,,Overture,17199
,,,,17200
,,,,17201
,,,"Overture (""Overture to a Comedy"")",17202
,,,"""Che farò senza Euridice?"" Orfeo (aria)",17203
,,,,17204
,,,,17205
,,,"""O don fatale,"" Princess Eboli (aria), Act IV",17206
,,,"Wotan's Farewell, Act III, scene iii",17207
,,,"Magic Fire Music, Act III, scene iii",17208
,,,,17209
,,,,17210
,,,,17211
,,,,17212
,,,,17213
,,,,17214
,,,,17215
,,,,17216
,,,"Overture, Op. 362",17217
,,,,17218
,,,Allegro non troppo e molto maestoso — Allegro con spirito,17219
,,,,17220
,,,,17221
,,,1. Scherzo: Allegro vivace,17222
,,,,17223
,,,Overture [Dresden],17224
,,,Dance of the Seven Veils,17225
,,,Adagio,17226
,,,Allegro,17227
,,,,17228
,,,,17229
,,,,17230
,,,,17231
,,,"""D'amour L'ardente Flamme"" (Marguerite's Romance), scene 15",17232
,,,Bridal Song (Allegretto),17233
,,,In the Garden (Andante),17234
,,,Kaddisch,17235
